abnormality,abnormality_pred,0.000
1,0.6354002,1
0,0.98825014,1
0,0.18026787,1
1,0.13751312,1
0,0.011903104,1
0,0.013878062,1
0,0.88912046,1
0,0.3779001,1
1,0.64690155,1
1,0.0037241315,1
0,0.59458923,1
1,0.48207,1
0,0.5005751,1
1,0.8968255,1
0,0.721795,1
0,0.0006559092,1
0,0.014540744,1
0,0.036535714,1
0,0.034202527,1
1,0.91654813,1
0,0.0009422909,1
0,0.6436005,1
1,0.9854011,1
0,0.5246628,1
0,0.042831216,1
0,0.4883826,1
0,0.011122112,1
0,0.31324914,1
0,0.51086575,1
1,0.0029581403,1
1,0.87403184,1
0,0.6769687,1
0,0.9999441,1
0,0.0031470023,1
1,0.07216789,1
0,0.024301795,1
1,0.050122555,1
0,0.008323879,1
1,0.6922708,1
0,4.9440037e-05,1
1,0.8600132,1
0,0.0046312697,1
0,0.13451195,1
1,0.91555923,1
0,0.35734704,1
1,0.92642534,1
1,0.5738675,1
0,0.9818184,1
0,0.09286142,1
1,0.18982549,1
0,0.98798627,1
1,0.92480457,1
1,0.6657464,1
0,0.20587867,1
0,1.1886688e-06,1
0,0.027352564,1
1,0.34565672,1
1,0.17316112,1
1,0.74210787,1
0,0.9984988,1
1,0.034742355,1
0,0.80316335,1
0,0.52596736,1
0,0.0007191779,1
1,0.9651339,1
1,0.9999318,1
0,0.057172276,1
0,0.9752122,1
1,0.003969283,1
1,0.70543545,1
1,0.00046030106,1
0,0.84431,1
1,0.9995296,1
1,0.91610044,1
1,0.4471247,1
1,0.27872822,1
1,0.008248903,1
0,0.13843928,1
0,0.9800008,1
1,0.41464147,1
0,0.023867352,1
1,0.98539156,1
1,0.0027758412,1
0,0.02310012,1
0,0.06375735,1
1,0.008879103,1
0,1.5720043e-05,1
0,0.010887663,1
0,0.038828693,1
1,0.9842263,1
1,0.0024670886,1
1,0.9791753,1
1,0.22418818,1
1,0.9962452,1
1,0.51377726,1
1,0.99983466,1
0,0.6897628,1
1,0.9965396,1
1,0.0157169,1
1,0.771425,1
1,0.97322166,1
1,0.9886974,1
1,0.9986866,1
1,0.0023291283,1
0,0.032460406,1
1,0.9937775,1
1,0.99987996,1
0,0.061801016,1
1,0.046208743,1
1,0.8043899,1
1,0.20229673,1
0,0.005602739,1
1,0.91687095,1
0,0.31144518,1
1,0.00068517,1
0,0.54109776,1
0,0.0009206916,1
0,0.8327906,1
1,0.9999397,1
0,0.97491056,1
0,0.4479815,1
0,0.9039904,1
0,0.06335971,1
1,0.9962604,1
1,0.07440528,1
1,0.98547155,1
1,0.730853,1
1,0.7678602,1
0,0.32901427,1
1,0.051621217,1
0,0.12413206,1
1,0.061071806,1
0,0.09955661,1
1,0.54301375,1
1,0.066117644,1
0,0.8703578,1
1,0.5493248,1
0,0.99816257,1
1,0.7311317,1
0,0.99576193,1
1,0.9999167,1
