abnormality,abnormality_pred,0.500
0,0.08373536983742369,0
0,0.6907695824021971,1
1,0.19110321502482464,0
0,0.325235718852241,0
0,0.6546219596639276,1
1,0.08538004290369372,0
0,0.830882117152214,1
0,0.3212442815988652,0
1,0.4256108123809099,0
1,0.5723212093580514,1
0,0.026135786714803544,0
1,0.0002939581169778549,0
1,0.14417764358683138,0
0,0.22407920111731983,0
0,2.78008597267565e-05,0
0,0.0167913395451606,0
1,0.198181931787758,0
1,0.0014153158169779578,0
0,0.49644366279244423,0
1,0.7241592631835374,1
1,0.22275470987005974,0
0,0.04024218682516789,0
1,0.4972662736304301,0
1,0.0026772105226626763,0
1,0.8626599013805389,1
0,0.4426225274801254,0
1,0.03853490170841667,0
1,0.21228549970442145,0
1,0.0005211326083831985,0
1,0.6736255511641502,1
0,0.1792312522229622,0
0,0.22112878086045384,0
0,0.4930133782327175,0
0,0.26969740513925444,0
1,0.030344516140417,0
0,0.49952964481623496,0
0,0.3068041337246541,0
1,0.22275470987005974,0
0,0.00736506940847903,0
1,0.009730480737744074,0
1,0.5441882955437904,1
0,0.8960193693637848,1
1,0.09411725551763084,0
0,1.3020890428094845e-05,0
0,0.3184728838986639,0
1,0.5691171404832858,1
0,0.45935431381576564,0
1,0.8626599013805389,1
0,0.23582158754288685,0
1,0.5779149887093809,1
0,0.25149517120053133,0
0,0.29498063935898244,0
0,0.8450157642364502,1
1,0.2920988289724846,0
0,0.8017457947134972,1
1,0.10082495224196464,0
1,0.6076637636870146,1
1,0.7487059078739549,1
0,0.3863986637443304,0
0,0.7267008014023304,1
1,0.5035478558347677,1
0,0.9995075613260269,1
1,0.7611933695152402,1
1,0.7124537965282798,1
1,0.06750648020170047,0
1,0.7887630872428417,1
1,0.030344516140417,0
1,0.8327990993857384,1
1,0.7611933695152402,1
1,0.027001891996288663,0
0,0.834979809820652,1
0,0.2308994127175259,0
0,0.4231327856614371,0
0,0.38951567618642,0
0,0.7426840585999344,1
0,0.43669904582202435,0
1,0.1827318504510913,0
1,0.21795626686048308,0
0,0.1346077248599613,0
0,0.22308801041799597,0
1,0.30862920616345946,0
1,0.21591893251024885,0
0,0.6981994546367787,1
1,0.22275470987005974,0
0,0.4925850760555477,0
1,0.6195633448660374,1
0,0.9285601675510406,1
1,0.05513228507443735,0
0,0.7150172575402394,1
0,0.7454874254763126,1
0,0.006295483229550314,0
0,0.2369135325661773,0
1,0.5826918720049434,1
0,0.4948671455333624,0
1,0.7300495441886596,1
0,0.7448620842607308,1
0,0.005905313024233472,0
0,0.2624519590026466,0
1,0.6589648202061653,1
0,0.40410694293677807,0
0,0.4491030245553702,0
1,0.631841491907835,1
1,0.030344516140417,0
0,0.020876222805782163,0
0,0.939013659954071,1
0,0.00017735296910720288,0
0,0.4209485669271089,0
1,0.5743720187419967,1
0,0.6648868154734373,1
1,0.000310108431374633,0
0,0.7774245738983154,1
1,0.7661713846027851,1
0,0.7983602359890938,1
1,0.22796403533902776,0
0,0.952918291091919,1
1,0.20267756125485903,0
1,0.7533932868391275,1
1,0.04320747958263382,0
1,0.01884272604365833,0
1,0.015409170168084074,0
0,0.17391739167539644,0
1,0.998746320605278,1
1,0.6662393733859062,1
0,0.3510900227702223,0
1,0.738445682451129,1
0,0.23376867321872719,0
0,0.5045852943439968,1
0,0.00011658943305903335,0
0,0.09399649641217422,0
1,0.0046633376987301745,0
1,0.2239604672686255,0
1,0.6537209248635918,1
1,0.6892180051654577,1
1,0.5507889631676335,1
1,0.4690006738101147,0
0,0.8928737938404083,1
0,0.8349809870123863,1
0,0.012354883517554776,0
1,0.5387442652136087,1
0,0.9953995198011398,1
1,0.13778416033892427,0
0,0.6678305668756366,1
1,0.16106370917259483,0
1,0.014048825853933522,0
0,0.00971100720926188,0
1,0.22275470987005974,0
1,0.26442597930217304,0
1,0.26442597930217304,0
0,0.5658535156399012,1
1,0.030344516140417,0
0,0.7348876912146807,1
0,0.011562319773586072,0
0,0.5895073872209764,1
0,0.8915826827287674,1
