abnormality,abnormality_pred,0.500
1,0.026375849,0
0,0.016430598,0
1,0.91611874,1
0,0.4679739,0
1,0.9484286,1
0,0.9881186,1
0,0.06489482,0
0,0.011165078,0
1,0.9985514,1
1,0.67694294,1
1,0.99863106,1
1,0.99962115,1
0,0.96432376,1
0,0.018594842,0
1,0.99697495,1
0,0.99243766,1
1,0.72816163,1
1,0.99470925,1
0,0.5568321,1
0,0.8770632,1
0,6.649411e-06,0
0,0.9999925,1
1,0.9998227,1
0,0.38945284,0
0,0.97642696,1
1,0.9860153,1
1,0.9680932,1
0,0.025142374,0
0,4.151885e-06,0
0,0.0057350006,0
1,0.9999254,1
0,0.007122194,0
1,0.8591203,1
0,0.50778264,1
0,0.0005724448,0
0,0.055974342,0
0,0.007845676,0
1,0.7759766,1
0,0.05243994,0
0,0.013201715,0
0,0.00020106282,0
0,0.0003405285,0
0,0.4320271,0
0,0.86307293,1
0,0.9945951,1
0,0.00050456676,0
0,0.9984901,1
0,0.85023165,1
0,9.0450405e-05,0
1,0.99904865,1
0,3.5107175e-06,0
0,0.0038592096,0
1,0.99957865,1
0,0.0043694275,0
0,0.0013890245,0
0,0.00016776613,0
0,0.027294524,0
0,0.032021094,0
0,0.0050884597,0
0,0.59119934,1
0,0.9715476,1
1,0.9990244,1
1,0.8808065,1
0,0.94699043,1
0,0.8529498,1
0,0.010227568,0
0,0.00081298343,0
0,0.9997254,1
0,0.9387727,1
0,0.98253834,1
0,0.026979767,0
0,0.98578787,1
0,0.99677664,1
0,0.8638802,1
1,0.7842075,1
1,0.9997218,1
1,0.9353718,1
1,0.90604514,1
0,0.97581613,1
1,0.84628,1
0,1.3335824e-05,0
0,0.41672444,0
0,0.89770097,1
1,0.99956363,1
0,0.72174835,1
1,0.9983266,1
0,0.9659354,1
0,0.9760025,1
0,0.8419905,1
1,0.94112664,1
0,0.9993412,1
0,0.9817893,1
0,0.9116875,1
1,0.9998118,1
0,0.99649376,1
0,0.9976673,1
0,0.7331773,1
0,1.4592798e-05,0
0,0.9810539,1
0,0.026948862,0
1,0.7892455,1
1,0.9901322,1
1,0.9999999,1
0,0.99963534,1
0,0.8557597,1
0,0.19263384,0
0,0.34265393,0
0,0.45532534,0
0,0.93975,1
1,0.9820648,1
1,0.9999865,1
1,0.7420078,1
0,2.0367961e-05,0
1,0.99999976,1
0,0.99105185,1
1,0.021842133,0
0,4.5364584e-05,0
0,0.9752601,1
1,0.5257836,1
0,0.104195386,0
1,0.5641459,1
0,0.0034170742,0
0,0.9737645,1
1,0.99970526,1
0,0.14108603,0
1,0.93460613,1
1,0.99831617,1
1,0.99998474,1
1,0.03926931,0
0,8.652299e-05,0
0,0.0027026741,0
0,4.575404e-05,0
0,0.91759956,1
1,0.9359043,1
0,0.70317173,1
0,0.9969897,1
0,0.002774429,0
1,0.99938285,1
1,0.687652,1
0,0.99564797,1
0,0.95490074,1
1,0.9789918,1
0,0.37700647,0
0,0.15866947,0
0,0.35305429,0
0,0.11714641,0
0,0.03437297,0
1,0.99999964,1
1,0.99999976,1
0,0.2819457,0
0,0.119286954,0
0,0.0016700117,0
0,4.084742e-05,0
1,0.99996424,1
0,2.3811048e-05,0
0,0.68764096,1
0,0.99350435,1
0,0.9525259,1
0,0.00013581588,0
1,0.99166614,1
0,0.016214201,0
0,0.00026113953,0
1,0.99990726,1
1,0.9997484,1
0,0.99236214,1
0,0.12167259,0
0,0.85638577,1
1,0.9999759,1
0,0.5942221,1
0,0.6967723,1
0,0.9422613,1
0,0.97204113,1
0,0.98418736,1
0,3.5303117e-05,0
1,0.9995459,1
1,0.9997595,1
0,0.9197891,1
0,0.99859136,1
1,0.9999976,1
1,0.16825575,0
0,0.0007833813,0
0,0.99304515,1
0,0.00013130372,0
1,0.9975501,1
1,0.8634294,1
0,0.622903,1
0,0.9727228,1
0,0.9415479,1
0,0.025450857,0
0,0.023080241,0
0,0.9886269,1
1,0.72718334,1
0,0.9991177,1
1,0.9446705,1
0,0.99384815,1
0,0.00025467062,0
0,0.9994783,1
1,0.64881545,1
0,0.11039711,0
0,0.0010732965,0
0,0.00030560637,0
0,0.9875466,1
0,0.48719007,0
1,0.904358,1
0,0.77771676,1
0,0.15236576,0
0,0.00024190395,0
1,0.9999645,1
0,0.9729068,1
1,0.99972516,1
0,0.101998195,0
0,0.99955195,1
1,0.7940894,1
0,0.0010017372,0
0,0.8116899,1
1,0.36953744,0
0,0.45512256,0
0,0.8433974,1
1,0.98701805,1
0,4.4831995e-05,0
0,0.75184304,1
0,3.935861e-05,0
1,0.99943894,1
0,0.01184689,0
0,0.54849595,1
1,0.99996936,1
0,0.9285973,1
0,0.33656645,0
0,0.7854732,1
0,0.9999224,1
1,0.9996687,1
1,0.99994385,1
0,4.79322e-06,0
0,0.99780625,1
0,0.9965797,1
0,0.9512131,1
0,0.001320435,0
0,0.017926374,0
1,0.25938785,0
0,0.9980515,1
0,0.914376,1
0,0.020113641,0
0,0.9998678,1
0,1.157502e-05,0
0,0.28606302,0
1,0.9862785,1
0,0.9968766,1
1,0.99996066,1
0,1.6422546e-06,0
0,0.89962304,1
0,0.10107701,0
1,0.8335929,1
1,0.7753476,1
0,0.97243685,1
0,0.0023048148,0
1,0.99999654,1
0,0.22375485,0
0,0.99953306,1
1,0.997649,1
0,0.99842596,1
0,0.4921546,0
0,0.7299961,1
0,0.98838055,1
0,0.9666307,1
0,0.7452738,1
0,0.9784225,1
0,0.0011560159,0
0,0.00032953982,0
0,0.009417193,0
0,0.010624986,0
0,6.187028e-05,0
1,0.9659364,1
0,0.9985574,1
1,0.99985445,1
0,1.1757226e-06,0
0,0.65529615,1
1,0.9997657,1
0,0.0023070574,0
1,0.95217514,1
0,0.02129114,0
1,0.99928325,1
0,0.0010045987,0
0,0.00022720167,0
0,0.98112386,1
0,0.99814224,1
0,0.020627879,0
0,0.4123909,0
1,0.9995944,1
1,0.99537176,1
0,0.9974642,1
0,0.7530802,1
0,0.99986804,1
0,0.005118161,0
1,0.9692513,1
0,0.85290474,1
1,0.99985504,1
0,0.002300271,0
0,0.99987614,1
0,6.723097e-05,0
0,0.00011322812,0
0,6.166865e-05,0
1,0.99940014,1
0,0.00025374262,0
0,0.99983644,1
0,0.96799266,1
0,0.9354049,1
0,2.2782566e-05,0
0,0.31494516,0
0,0.04273794,0
1,0.5934191,1
0,1.8554065e-05,0
0,0.88937575,1
0,0.8746044,1
0,0.9922897,1
1,0.9999813,1
0,0.96714425,1
0,0.5094661,1
0,0.78685296,1
1,0.9858846,1
0,0.7998124,1
0,0.2385427,0
1,0.99636084,1
0,0.83153003,1
1,0.99996686,1
0,0.9976699,1
0,0.98172206,1
0,0.9999763,1
0,0.3433861,0
0,0.8793775,1
1,0.99891484,1
1,0.9990969,1
0,0.99901545,1
1,0.9199897,1
1,0.99999404,1
0,9.540436e-05,0
0,0.97210014,1
0,0.97140956,1
0,0.99402,1
0,0.84567654,1
0,0.7872389,1
0,0.015062205,0
1,0.9982526,1
0,0.008147578,0
0,0.004273464,0
1,0.57461566,1
1,0.99027985,1
1,0.99669385,1
1,0.7340226,1
0,0.00017716562,0
1,0.99908316,1
0,0.04418896,0
0,0.8176253,1
1,0.90668637,1
0,0.68515545,1
1,0.99945015,1
1,0.62563443,1
1,0.99940133,1
1,0.9999995,1
0,0.36859062,0
0,0.9558398,1
0,0.9221095,1
0,0.83599234,1
0,0.06967599,0
0,0.92899764,1
0,0.96836174,1
0,0.8814055,1
0,0.04734079,0
1,0.9901878,1
0,0.9981737,1
0,0.98965526,1
0,0.0005243814,0
0,0.99993134,1
1,0.92698205,1
1,0.99557084,1
0,0.99933165,1
0,0.9971501,1
1,0.92094254,1
0,0.059667274,0
0,0.15440965,0
0,0.99971396,1
1,0.9999944,1
0,0.9608562,1
0,0.35455132,0
0,0.99499077,1
0,0.71127284,1
0,0.37487173,0
0,0.8919184,1
0,0.043606546,0
0,0.044412274,0
1,0.99981517,1
0,0.9999999,1
0,0.81026447,1
0,0.9581329,1
0,1.3610393e-05,0
0,0.97776365,1
1,0.984347,1
0,0.017273389,0
0,2.3640716e-05,0
1,0.9958015,1
0,0.15281963,0
0,0.014475811,0
0,0.99330986,1
0,0.9987857,1
0,0.9997831,1
0,0.9884067,1
1,0.96322876,1
1,0.985444,1
0,0.9354101,1
1,0.92743933,1
0,0.00016145017,0
0,0.04312487,0
0,0.9483233,1
0,0.95564044,1
0,0.99169827,1
0,0.6788663,1
0,6.8413024e-06,0
0,0.00045025378,0
0,0.066095494,0
0,0.83651537,1
0,0.9948559,1
0,0.998164,1
1,0.99843484,1
1,0.9658143,1
0,0.6639383,1
1,0.99993384,1
0,0.52452475,1
1,0.997764,1
0,0.09098121,0
0,0.0025333609,0
1,0.9963308,1
1,0.99608237,1
1,0.9916258,1
0,0.021875488,0
1,0.9657034,1
1,0.9993031,1
0,0.9385978,1
0,0.98338646,1
1,0.9849027,1
1,0.86684084,1
1,0.9790692,1
0,0.016155556,0
0,0.9990012,1
1,0.3140774,0
0,0.3875076,0
0,0.96947396,1
0,0.99875724,1
0,0.00180068,0
1,0.98072904,1
1,0.9890648,1
1,0.99842876,1
1,0.9999157,1
1,0.030923761,0
0,0.009901509,0
0,5.489131e-05,0
0,0.091566935,0
0,0.9889204,1
0,0.9292063,1
0,0.10570199,0
0,0.9809434,1
1,0.99894387,1
0,0.0001341451,0
0,0.00012515097,0
0,0.48235807,0
0,0.6695071,1
0,0.99926025,1
0,0.9222233,1
0,0.99951494,1
0,0.033916853,0
0,0.08637357,0
0,0.9803868,1
0,0.00035599497,0
0,0.3460748,0
1,0.96848094,1
0,0.00021919445,0
1,0.9999769,1
0,0.7285488,1
0,0.6662381,1
1,0.9908558,1
0,6.3451116e-05,0
0,0.99687755,1
1,0.96915764,1
0,0.33983532,0
1,0.9932422,1
1,0.99931073,1
0,0.2685838,0
0,0.34463304,0
0,0.2804326,0
1,0.9844305,1
0,0.37811247,0
0,2.498767e-05,0
0,0.9985197,1
0,0.99987066,1
0,0.99947184,1
0,0.9744363,1
0,0.73917675,1
0,0.26573694,0
0,0.9940752,1
0,1.4517524e-05,0
1,0.95661473,1
0,0.996977,1
1,0.99622464,1
0,0.9337911,1
0,0.0050260457,0
1,0.9857918,1
0,0.9948991,1
0,0.99119264,1
0,8.029225e-05,0
0,0.9752744,1
0,0.86274236,1
1,0.95537686,1
1,0.5809855,1
0,0.00033073992,0
1,0.999995,1
1,0.9430442,1
0,0.18079942,0
0,5.7046414e-05,0
0,0.087044254,0
0,2.4184053e-06,0
0,0.9673684,1
1,0.929128,1
0,0.9865936,1
0,0.9976184,1
0,0.0002215697,0
0,0.99906117,1
0,0.9999615,1
0,7.850932e-06,0
0,0.0002695136,0
1,0.99926156,1
1,0.84354305,1
1,0.99706453,1
1,0.94327134,1
0,0.65934414,1
0,0.7811955,1
0,0.048360713,0
0,0.17328188,0
0,0.61689836,1
0,0.9999589,1
0,0.0001394889,0
1,0.9890338,1
0,0.99289834,1
1,0.99900585,1
0,0.028459296,0
1,0.99915326,1
0,0.00049560895,0
0,0.9621254,1
0,3.392768e-05,0
0,0.94243634,1
1,0.90632635,1
0,0.33451188,0
0,0.083378784,0
1,0.8733962,1
0,0.7245538,1
0,0.9498388,1
0,0.5164677,1
1,0.9999999,1
0,0.25780457,0
0,0.9287553,1
0,0.99502677,1
0,0.00011300149,0
1,0.9993724,1
0,0.5343932,1
0,2.618328e-06,0
0,0.8856763,1
0,4.079311e-06,0
1,0.99992204,1
0,0.003488977,0
0,0.99283373,1
0,0.19701357,0
0,2.476564e-05,0
0,0.00095065834,0
0,0.9404602,1
1,0.43441826,0
0,0.9900075,1
1,0.91261834,1
1,0.9947188,1
0,0.08606013,0
1,0.26872903,0
0,0.56417346,1
1,0.9999589,1
0,0.87359345,1
0,0.0036184313,0
1,0.99969923,1
0,0.32400876,0
1,0.46898562,0
0,0.024570405,0
0,0.0003339817,0
0,0.91247827,1
0,0.9684123,1
1,0.99987197,1
0,0.33359325,0
0,2.2985521e-05,0
0,0.002216508,0
1,0.9999883,1
0,0.8578056,1
1,0.9898643,1
0,0.99622405,1
0,0.9982174,1
0,2.5207504e-05,0
1,0.97036046,1
0,0.59268284,1
0,0.9741131,1
0,0.09408418,0
0,0.4671733,0
0,0.09584032,0
0,0.99342984,1
0,0.5245729,1
1,0.9999585,1
0,0.9875821,1
1,0.30554733,0
0,0.000103149025,0
0,0.11092759,0
0,0.0011920751,0
1,0.9948,1
0,0.99230766,1
0,0.022543339,0
1,0.3298578,0
1,0.97807753,1
1,0.9734467,1
1,0.99939156,1
0,0.9208059,1
0,0.0002529689,0
1,0.9991648,1
1,0.99299675,1
1,0.9935721,1
0,0.007901403,0
0,0.0008401581,0
1,0.99714714,1
0,0.99312615,1
0,0.90663844,1
1,0.98817,1
0,0.9995459,1
0,1.3096198e-05,0
0,0.96952146,1
0,0.00062812725,0
0,6.1018513e-06,0
0,0.12873171,0
1,0.9999969,1
0,0.9975787,1
0,0.9617863,1
0,0.07526367,0
1,0.985693,1
0,0.9528097,1
0,0.0005169501,0
1,0.9995285,1
0,0.07846087,0
0,0.2175912,0
0,0.98200476,1
1,0.9969415,1
0,0.54156005,1
0,0.8928416,1
1,0.99968386,1
1,0.9577901,1
0,6.0059392e-05,0
1,0.88359296,1
0,0.9706194,1
1,0.98831856,1
0,0.06564235,0
1,0.9552204,1
0,6.382518e-05,0
0,0.986785,1
1,0.9999702,1
0,0.927799,1
0,0.71280396,1
1,0.9831034,1
0,0.022478491,0
0,0.78967255,1
0,0.16507101,0
0,0.9868559,1
1,0.9998373,1
0,0.31889245,0
0,0.0073306095,0
0,3.0283776e-05,0
0,1.6057324e-05,0
1,0.036133684,0
0,0.62857693,1
1,0.99072486,1
1,0.6043689,1
0,0.9925599,1
1,0.9878007,1
1,0.0032946826,0
0,0.06133791,0
1,0.7208624,1
0,0.7101474,1
1,0.9997831,1
0,0.2707839,0
0,0.025635565,0
1,0.9997893,1
0,0.912372,1
1,0.9969855,1
0,0.96133476,1
0,0.18583858,0
1,0.9993662,1
0,0.080311246,0
1,0.6447986,1
0,0.997726,1
0,0.9401739,1
0,0.022793017,0
0,0.2507799,0
1,0.9914225,1
0,0.001713395,0
1,0.9999957,1
0,0.037055895,0
0,0.79408026,1
0,0.99941134,1
0,0.99510765,1
1,0.9999478,1
0,0.0012341875,0
0,0.0039576394,0
1,0.9451116,1
0,0.08074678,0
0,0.046327017,0
0,8.619778e-05,0
1,0.9993161,1
0,0.9972773,1
1,0.9999645,1
1,0.0015338311,0
1,0.99999845,1
0,0.97890395,1
0,0.010866853,0
0,0.97896165,1
0,0.99870396,1
0,0.99975973,1
1,0.9974154,1
1,0.94743526,1
0,0.9768822,1
1,0.9999511,1
1,0.97969145,1
0,0.99002457,1
0,0.025981383,0
0,0.9960498,1
0,0.65787816,1
1,0.89728653,1
1,0.99992645,1
0,0.77403206,1
1,0.9748146,1
0,0.99700874,1
1,0.8468835,1
0,0.93783736,1
0,0.9940018,1
0,0.5958753,1
0,0.121657826,0
0,0.62640595,1
1,0.9568479,1
1,0.9999758,1
0,3.2132273e-06,0
0,0.9973908,1
0,0.88821274,1
0,0.60369104,1
1,0.99997175,1
0,0.999793,1
0,0.99995303,1
0,0.7383665,1
0,0.00011910044,0
0,0.9995441,1
0,0.39396143,0
1,0.9974233,1
1,0.90924704,1
0,0.531648,1
0,0.9919442,1
0,6.795122e-07,0
1,0.8338734,1
0,0.9926071,1
0,0.99888545,1
0,0.88344157,1
0,0.97584766,1
1,0.9957045,1
1,0.50705826,1
0,0.9733018,1
0,0.98924035,1
0,0.6232596,1
1,0.99587303,1
0,0.00019065148,0
0,0.16368091,0
0,0.9962238,1
1,0.914294,1
0,0.0028857929,0
1,0.9982236,1
0,0.058730014,0
0,0.25950894,0
1,0.93352675,1
1,0.99228317,1
1,0.9690114,1
1,0.890287,1
0,0.99820817,1
0,0.0020850394,0
0,0.9551952,1
1,0.15780368,0
1,0.09125551,0
1,0.99750274,1
1,0.9573712,1
0,0.95445436,1
0,0.9826497,1
0,0.47829548,0
0,0.9713577,1
0,0.17883596,0
0,0.06678623,0
0,0.98334426,1
0,0.3858258,0
0,0.5327602,1
0,0.94251597,1
0,0.98290515,1
0,0.4252611,0
0,0.0045220866,0
0,0.99555546,1
0,0.85864395,1
0,2.2982697e-06,0
0,0.0007178796,0
0,0.00023048629,0
0,0.0038475173,0
1,0.9967595,1
1,0.9999982,1
1,0.92383903,1
0,0.10296024,0
0,0.34382203,0
0,0.9838381,1
1,0.93668365,1
0,0.9865258,1
0,0.0068488456,0
1,0.7532578,1
0,0.6595856,1
0,0.98842525,1
0,0.00014731078,0
0,0.94439185,1
0,0.90997535,1
0,0.9976071,1
1,0.99986327,1
0,0.7172268,1
0,0.99074054,1
0,0.8804022,1
1,0.9463358,1
1,0.99999464,1
0,0.9924051,1
0,0.9990345,1
0,0.00012258525,0
1,0.9999906,1
0,0.47033653,0
0,0.39471206,0
0,0.37837726,0
0,0.22249497,0
0,0.4348842,0
0,0.95458627,1
0,3.654961e-05,0
1,0.045268826,0
0,0.8785364,1
0,0.06284898,0
0,0.97887254,1
1,0.83618677,1
1,0.99979013,1
1,0.9983077,1
0,0.0055037667,0
0,8.035468e-05,0
1,0.15406056,0
0,0.8642454,1
0,0.9956937,1
0,0.9992211,1
0,0.45532534,0
1,0.9999901,1
0,0.9982344,1
0,0.6735036,1
0,0.89218634,1
0,0.97435373,1
0,0.874538,1
0,0.82250595,1
0,0.9798876,1
1,0.9726475,1
0,3.089344e-06,0
1,0.99821883,1
0,3.912021e-05,0
1,0.9867807,1
1,0.99345607,1
0,8.9768326e-07,0
0,4.153898e-05,0
0,0.0017715693,0
1,0.9998729,1
0,0.93978614,1
1,0.99999297,1
0,0.23200801,0
1,0.96162987,1
1,0.99811006,1
1,0.9999988,1
0,0.13555527,0
0,9.7420425e-06,0
0,0.9999337,1
0,0.8041269,1
1,0.99866676,1
0,0.99973637,1
1,0.9999721,1
0,0.00017680126,0
0,0.8913855,1
1,0.90987754,1
0,0.9305333,1
0,0.010804924,0
0,0.4370048,0
0,0.929756,1
0,9.1846196e-05,0
0,0.007971647,0
0,0.70874774,1
0,0.99271506,1
1,0.9886568,1
1,0.9844914,1
1,0.99539465,1
1,0.99046373,1
0,0.99867344,1
0,0.9899158,1
1,0.8743935,1
0,0.9988765,1
1,0.9966382,1
0,0.0007045339,0
0,0.8988811,1
0,0.41537094,0
0,0.5833476,1
1,0.37908828,0
0,0.1654701,0
1,0.7955756,1
0,0.011904276,0
1,0.6926671,1
0,0.061846618,0
1,0.9999995,1
0,2.7915737e-06,0
0,0.66273135,1
0,0.004532673,0
0,0.00034499672,0
0,0.0001195361,0
0,0.83174276,1
1,0.9999788,1
0,0.00013827822,0
0,0.044594835,0
1,0.99446625,1
0,0.99964666,1
0,0.6329765,1
1,0.9986376,1
0,0.9986285,1
0,0.9918474,1
0,0.99560237,1
1,0.996539,1
0,0.64163935,1
0,1.0124776e-05,0
0,0.73911065,1
0,0.009057459,0
0,0.97450846,1
0,0.02406836,0
0,8.23812e-05,0
0,0.88299334,1
1,0.85794395,1
0,0.9974317,1
0,0.47327575,0
0,0.98474336,1
0,0.15230742,0
1,0.998698,1
1,0.036932576,0
0,0.20711406,0
1,0.99965084,1
1,0.90504813,1
0,5.9318805e-05,0
1,0.99926895,1
0,6.7598754e-05,0
0,2.0745347e-05,0
0,0.90223175,1
1,0.9882483,1
0,0.733033,1
0,0.73695606,1
0,0.012702557,0
0,0.41297272,0
1,0.99998116,1
0,0.05755788,0
1,0.9999838,1
0,0.9914472,1
0,0.91096187,1
0,0.0003125604,0
0,0.9977774,1
0,0.000462795,0
1,0.9965789,1
0,0.0001259472,0
0,0.99494004,1
0,0.98151475,1
0,0.8647081,1
1,0.989712,1
0,0.45208105,0
0,0.01413403,0
0,0.0043867747,0
0,0.14303833,0
0,0.5385473,1
0,0.0076011415,0
0,0.7881278,1
0,0.98446494,1
0,0.020691024,0
0,0.69642526,1
1,0.99999857,1
0,0.9990075,1
0,0.022874136,0
0,0.99249494,1
0,0.00018415399,0
0,0.70614064,1
1,0.99888057,1
0,0.9328,1
0,0.20858118,0
1,0.95894486,1
1,0.9957282,1
0,0.96572757,1
1,1.0626871e-05,0
0,0.98872465,1
0,0.34822512,0
1,0.9664936,1
0,7.6899105e-06,0
1,0.9994287,1
0,0.4197771,0
0,0.93499327,1
0,0.00020454045,0
0,0.8486737,1
0,0.8954162,1
0,0.84304255,1
0,0.08146675,0
1,0.99971443,1
1,0.23173232,0
0,0.0024574997,0
0,0.96456194,1
0,0.9809841,1
0,0.7514621,1
0,9.5524796e-05,0
0,0.21981421,0
0,0.9925054,1
1,0.9405534,1
1,0.9934842,1
1,0.9995474,1
1,0.95039886,1
0,0.9861491,1
0,0.96871525,1
0,0.003325665,0
0,0.00090435456,0
0,0.48633784,0
0,0.98763335,1
0,0.58981526,1
0,0.00088027073,0
1,0.99995637,1
0,0.029127706,0
1,0.42269087,0
1,0.99991846,1
0,0.002709693,0
0,2.3395602e-05,0
1,1.0,1
0,0.86533564,1
0,0.6870862,1
0,0.0006741992,0
0,0.7749564,1
0,0.9998172,1
1,0.99996257,1
0,0.9995634,1
0,0.7414863,1
0,0.5244673,1
1,0.8969976,1
0,0.010641345,0
0,0.93654823,1
1,0.999962,1
1,0.99908984,1
0,0.9585543,1
1,0.9963238,1
0,0.9999713,1
0,0.9999882,1
1,0.9979169,1
0,0.0012417672,0
1,0.911607,1
0,0.98534703,1
0,0.9487002,1
0,0.0072188075,0
0,0.98485327,1
0,0.0051808157,0
1,0.99746704,1
1,0.9650986,1
0,0.5818992,1
1,0.9652035,1
0,0.8815035,1
0,0.90340865,1
0,0.04273794,0
1,0.7857035,1
0,0.97048426,1
0,0.94844145,1
0,0.99999416,1
0,0.990092,1
0,0.78835815,1
0,0.013872881,0
1,0.7068911,1
0,0.9986216,1
0,0.00063106726,0
0,0.020522112,0
0,0.9712029,1
1,0.9987921,1
0,0.3538905,0
0,0.28651726,0
1,0.9238565,1
1,0.99810445,1
1,0.95510155,1
0,0.9927452,1
0,0.99835557,1
0,1.895018e-05,0
0,0.23950902,0
0,0.0004768455,0
1,0.9963767,1
0,2.8610912e-05,0
1,0.9615849,1
1,0.96090966,1
0,0.67674,1
0,0.99011266,1
1,0.99956006,1
0,0.007269833,0
0,0.9995672,1
0,0.7498729,1
1,0.15496324,0
0,0.9739739,1
0,0.98340386,1
0,0.31846145,0
0,0.0025571,0
0,0.00059787364,0
1,0.99947554,1
0,0.396638,0
1,0.99423665,1
0,0.025083156,0
0,0.93692404,1
0,0.9454369,1
0,0.40891412,0
0,0.99888664,1
0,0.8576574,1
0,0.9507281,1
0,0.8350755,1
0,0.00039260281,0
1,0.9840752,1
0,0.014286278,0
0,0.5545414,1
0,0.021324951,0
0,0.9951519,1
1,0.9770412,1
0,0.9885484,1
0,0.0039083175,0
1,0.22207272,0
1,0.9205847,1
0,3.36506e-05,0
0,0.002782642,0
0,5.4640732e-05,0
0,0.99782205,1
0,1.5118676e-05,0
0,8.728948e-05,0
0,0.96266675,1
0,0.93404734,1
1,0.9943435,1
1,0.99997413,1
0,0.0001312086,0
1,0.9784783,1
0,0.5174544,1
0,0.9946725,1
0,0.04304798,0
0,9.027703e-05,0
0,0.71930015,1
0,0.0003018999,0
0,0.06040515,0
1,0.9986211,1
1,0.9989066,1
0,0.76089954,1
0,0.00013021148,0
0,0.9934556,1
0,0.03354583,0
1,0.9915359,1
1,0.9998566,1
0,0.27905875,0
1,1.0,1
0,0.5557821,1
1,0.99999535,1
0,0.9260791,1
0,0.47807086,0
0,0.95318645,1
0,0.9789417,1
1,0.9991186,1
0,0.99814594,1
0,0.18444009,0
1,0.9985518,1
0,0.02148633,0
1,0.0012047372,0
0,0.82354563,1
0,0.8803607,1
0,0.00070097495,0
1,0.99691963,1
1,0.88990986,1
0,0.9999374,1
0,0.19798024,0
0,0.7387925,1
1,0.9999963,1
1,0.9744883,1
0,0.9753725,1
0,0.9988067,1
0,0.9999963,1
1,0.999622,1
1,0.99135584,1
0,0.4178326,0
0,0.99446774,1
0,0.00016561123,0
0,0.66109633,1
0,0.99900657,1
0,0.0004815926,0
1,0.6501737,1
0,0.7417378,1
0,0.12901594,0
0,0.08926691,0
0,0.9137965,1
0,0.001573617,0
1,0.9853092,1
0,0.025460279,0
1,0.9986135,1
0,0.02471149,0
1,0.9982352,1
1,0.990845,1
0,0.94094145,1
0,0.66380537,1
0,0.81168115,1
1,0.99822134,1
0,0.9970023,1
0,0.16318788,0
1,0.98555195,1
1,0.77997345,1
1,0.9938737,1
1,0.9999436,1
0,0.0005879774,0
0,0.7786343,1
0,0.04044118,0
0,0.94899195,1
1,0.9962876,1
1,0.9980198,1
0,0.9866367,1
0,0.042330634,0
1,0.99998415,1
0,0.9998703,1
1,0.99950564,1
0,0.85293144,1
0,0.99850625,1
1,0.3948019,0
1,0.67589194,1
0,0.780479,1
0,0.98622745,1
0,0.68305063,1
0,0.99873847,1
0,0.8956813,1
0,0.5201783,1
0,0.00017212817,0
0,0.99997926,1
1,0.22248486,0
0,0.007769909,0
0,0.0031572343,0
0,0.027252125,0
1,0.98530084,1
0,0.8053127,1
0,0.6126845,1
1,0.99993706,1
0,0.41872737,0
0,0.039652012,0
1,0.99999774,1
0,0.97469836,1
1,0.99999833,1
0,0.83539605,1
0,0.9778144,1
0,0.00027094016,0
1,0.9998404,1
1,0.9965496,1
0,0.99775547,1
1,0.987523,1
1,0.98889345,1
0,0.00032139456,0
1,0.9890541,1
0,0.0007782143,0
0,0.35283014,0
0,0.9875377,1
0,0.9997979,1
0,0.882026,1
0,0.7272177,1
0,0.8742084,1
0,0.9992637,1
1,0.5543801,1
0,0.85054785,1
0,0.99080557,1
0,0.8790372,1
1,0.9381839,1
1,0.9954465,1
0,0.9580245,1
0,0.99961203,1
0,0.949053,1
0,0.99243426,1
0,0.011172867,0
0,0.10021478,0
0,0.12712315,0
0,0.45190355,0
0,0.4137111,0
0,0.0008682622,0
0,0.8607131,1
0,0.40504915,0
0,0.9982652,1
0,0.9012384,1
0,0.36753553,0
1,0.9963186,1
0,0.29980376,0
0,0.011796382,0
0,0.8314314,1
1,0.999998,1
0,0.0004039174,0
0,0.9976295,1
0,0.038873732,0
0,0.01592191,0
0,0.99917334,1
0,0.97514546,1
0,0.7524934,1
0,0.8112059,1
0,0.0024716482,0
0,0.0008662059,0
0,0.8209482,1
0,0.01999532,0
0,0.99884856,1
0,8.673913e-08,0
0,0.0017438203,0
1,0.25892547,0
0,0.9252381,1
0,0.00013348453,0
0,0.35458773,0
0,0.57616204,1
0,3.7335558e-05,0
0,0.93173534,1
1,0.9999999,1
0,0.9999889,1
0,0.17831337,0
1,0.9999467,1
1,0.98504806,1
1,0.99939096,1
1,0.99999964,1
0,0.02239478,0
0,0.41136384,0
0,0.13958097,0
0,0.008493812,0
0,0.99810934,1
1,0.9958807,1
0,0.99664825,1
0,0.34076107,0
0,0.20470831,0
0,0.9711662,1
0,0.14958006,0
0,0.8639362,1
1,0.96310014,1
0,0.018852318,0
0,0.007815054,0
0,0.20012988,0
1,0.9775702,1
0,0.0049506514,0
0,0.80121523,1
0,0.9564714,1
1,0.96766496,1
0,0.00046495572,0
1,0.9299152,1
1,0.90502244,1
0,0.11208433,0
1,0.9989152,1
1,0.9994252,1
0,0.2577973,0
1,0.7884798,1
0,0.0020254247,0
0,0.99959046,1
1,0.5494551,1
1,0.7807605,1
1,0.37006068,0
0,0.00036797102,0
0,0.892835,1
0,0.9524314,1
0,0.9946138,1
0,0.9963762,1
1,0.986426,1
0,0.9627335,1
0,0.8795423,1
1,0.96871793,1
1,0.785909,1
